"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","hrmode","u_hrmode","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"Ref_GandHBias2","g=0.4",-1,TRUE,2.2097,0.037,2.2097,0.037,1.1639,0.042,1.3733,0.2,1.3988,0.15,6.4147,0.8,0.32646,0.18,4.2527,0.13,0.27985,0.0063,0.93953,0.019,0.19983,0.0047
"Ref_GandHBias2","g=0.5",-1,TRUE,2.2941,0.035,2.2941,0.035,1.1759,0.039,1.4558,0.19,1.3181,0.14,5.5899,0.78,0.071819,0.15,4.6013,0.11,0.27373,0.0056,1.0002,0.019,0.197,0.0044
"Ref_GandHBias2","g=0.6",-1,TRUE,2.2864,0.038,2.2864,0.038,1.2133,0.05,1.9423,0.26,1.8213,0.17,7.9264,1.2,0.75225,0.21,4.6954,0.16,0.2704,0.0064,1.0433,0.02,0.1929,0.0049
"Ref_GandHBias2","g=0.7",-1,TRUE,2.3876,0.047,2.3876,0.047,1.5185,0.13,1.4828,0.088,3.9608,0.89,34.541,11,0.77385,0.28,5.0926,0.17,0.28815,0.0088,1.0826,0.02,0.20844,0.0065
"Ref_GandHBias2","g=0.8",-1,TRUE,2.4604,0.054,2.4604,0.054,1.657,0.11,1.2607,0.074,3.1587,0.38,18.783,4.1,1.0108,0.31,5.3974,0.23,0.30557,0.0089,1.1185,0.019,0.22222,0.007
"Ref_GandHBias2","g=0.9",-1,TRUE,2.5477,0.057,2.5477,0.057,1.8243,0.16,1.514,0.17,4.1513,0.94,35.344,14,1.5863,0.36,5.7651,0.3,0.30995,0.0099,1.1151,0.02,0.22793,0.0076
"Ref_GandHBias2","g=1",-1,TRUE,2.5771,0.061,2.5771,0.061,1.991,0.17,1.373,0.12,4.3617,0.6,33.387,7.7,1.7278,0.41,5.9353,0.37,0.3179,0.011,1.1089,0.02,0.23506,0.0083
"BOR2019","LDA",-1,TRUE,1.158,0.047,1.1429,0.047,1.0513,0.095,0.86385,0.14,2.7311,0.65,16.829,6.2,1.4295,0.45,3.1392,0.2,0.42135,0.016,0.96832,0.038,0.29376,0.012
"BOR2019","LDA + SOC",-1,TRUE,1.2293,0.046,1.2215,0.047,1.0425,0.096,1.1997,0.19,2.7873,0.67,17.352,6.5,1.5132,0.46,3.2146,0.2,0.39697,0.015,0.99222,0.047,0.27538,0.011
"BOR2019","PBE",-1,TRUE,1.0429,0.044,1.0172,0.045,1.0063,0.095,0.69495,0.15,2.8112,0.73,18.327,7.2,1.4617,0.46,2.9159,0.18,0.43868,0.016,0.97159,0.031,0.30883,0.012
"BOR2019","PBE + SOC",-1,TRUE,1.1152,0.044,1.1041,0.044,0.99349,0.096,0.7578,0.19,2.923,0.76,19.274,7.6,1.4981,0.46,2.9993,0.19,0.41195,0.016,0.97034,0.036,0.28699,0.012
"BOR2019","PBE_SOL",-1,TRUE,1.1078,0.045,1.0892,0.046,1.0199,0.091,0.91605,0.13,2.6601,0.66,16.434,6.2,1.3856,0.45,3.0411,0.18,0.42752,0.016,0.96054,0.034,0.2989,0.012
"BOR2019","HLE16",-1,TRUE,0.58842,0.034,0.36279,0.041,0.86463,0.079,-0.01815,0.08,2.6422,0.65,17.47,5.2,1.4767,0.38,1.8457,0.17,0.53425,0.017,0.95088,0.03,0.387,0.014
"BOR2019","HLE16 + SOC",-1,TRUE,0.59938,0.035,0.50024,0.038,0.82667,0.085,0.0692,0.1,3.1225,0.73,21.514,6.6,1.5268,0.39,1.9125,0.17,0.54434,0.017,0.93764,0.03,0.39829,0.013
"BOR2019","BJ",-1,TRUE,0.78154,0.036,0.71753,0.038,0.84474,0.072,0.42405,0.051,2.4676,0.6,14.907,5.3,1.5981,0.46,2.2743,0.18,0.46287,0.016,0.95446,0.031,0.33093,0.012
"BOR2019","mBJ",-1,TRUE,0.48686,0.022,0.21184,0.03,0.64674,0.035,0.14955,0.093,0.92502,0.31,6.4331,1.4,0.66976,0.28,1.3902,0.075,0.48196,0.014,0.88703,0.026,0.35374,0.011
"BOR2019","SCAN",-1,TRUE,0.80349,0.038,0.7329,0.04,0.89599,0.085,0.46595,0.14,2.7706,0.77,18.724,7.4,1.4436,0.44,2.3935,0.18,0.46904,0.017,0.93855,0.03,0.33529,0.013
"BOR2019","HSE06",-1,TRUE,0.51728,0.029,0.088546,0.036,0.82011,0.073,0.08515,0.063,2.3014,0.79,16.734,6.8,2.551,0.48,1.6633,0.15,0.54037,0.016,0.97009,0.028,0.39742,0.013
"BOR2019","HSE14",-1,TRUE,0.56417,0.028,-0.1818,0.036,0.8019,0.054,0.08515,0.2,0.87491,0.57,9.8778,2.7,2.278,0.39,1.7907,0.12,0.50644,0.014,0.88863,0.028,0.36929,0.012
"BOR2019","HSE_mix",-1,TRUE,0.63501,0.031,-0.37954,0.038,0.8295,0.045,-0.0111,0.12,-0.70286,0.32,6.7952,1.3,1.9308,0.38,1.9471,0.12,0.51208,0.014,0.8655,0.027,0.37448,0.012
"BOR2019","PBE0",-1,TRUE,0.77045,0.027,-0.48204,0.037,0.84175,0.07,-0.55945,0.085,1.9904,0.71,14.514,5.4,2.7372,0.47,1.8029,0.12,0.37381,0.014,0.92029,0.03,0.26441,0.01
"BOR2019","PBE0_mix",-1,TRUE,0.81111,0.036,-0.60439,0.043,0.94586,0.049,-0.3911,0.14,-1.0641,0.22,6.0762,0.92,1.7312,0.37,2.4167,0.14,0.47249,0.013,0.90962,0.027,0.34287,0.011
"NAR2019","G4MP2",-1,TRUE,0.7941,0.033,-0.060588,0.048,1.0567,0.046,-0.19,0.16,-0.34753,0.22,4.4332,0.72,0.93653,0.26,2.209,0.087,0.45723,0.012,0.88163,0.029,0.33931,0.01
"NAR2019","B3LYP",-1,TRUE,3.9907,0.15,3.6137,0.17,3.6745,0.32,3.03,0.79,1.9095,0.82,15.445,6.5,0.92402,0.3,9.2503,0.55,0.4001,0.016,0.89253,0.029,0.28259,0.011
"NAR2019","M06-2X",-1,TRUE,2.7052,0.099,-0.087473,0.17,3.4561,0.2,-3.73,1.9,1.242,0.42,7.1166,2.7,-0.20508,0.18,6.0963,0.46,0.39486,0.014,0.82635,0.029,0.28348,0.01
"NAR2019","wB97X-D",-1,TRUE,1.8543,0.092,0.52329,0.13,2.654,0.25,-0.51,0.56,2.13,0.93,17.66,7.7,0.53333,0.23,5.1783,0.38,0.46792,0.018,0.9606,0.038,0.33104,0.013
"PER2018","B3LYP",-1,TRUE,1.1819,0.09,0.97928,0.1,1.5103,0.12,0.71038,0.11,1.614,0.3,7.2574,1.1,4.9254,0.96,4.4865,0.49,0.51491,0.02,1.0944,0.034,0.37996,0.02
"PER2018","B97-1",-1,TRUE,0.85462,0.052,0.50593,0.069,1.0514,0.082,0.83844,0.12,0.25805,0.39,6.6806,0.75,3.475,0.72,2.6704,0.35,0.44402,0.021,0.96601,0.058,0.30688,0.017
"PER2018","BH&HLYP",-1,TRUE,4.8311,0.23,4.7918,0.23,3.4953,0.24,3.0195,0.35,1.3889,0.25,5.6335,1.1,0.60202,0.48,11.744,0.61,0.36837,0.015,1.008,0.039,0.26911,0.012
"PER2018","BLYP",-1,TRUE,1.627,0.1,0.41088,0.14,2.2323,0.17,1.5794,0.45,-1.2904,0.27,6.5931,0.87,3.4699,0.78,5.3257,0.56,0.46465,0.02,1.072,0.07,0.329,0.018
"PER2018","CAM-B3LYP",-1,TRUE,0.90408,0.091,0.55114,0.1,1.5431,0.12,0.0013393,0.067,1.7781,0.26,6.611,1.1,5.1012,1.3,4.1328,0.37,0.66318,0.015,0.99141,0.042,0.53026,0.017
"PER2018","LC-ωPBE",-1,TRUE,1.0939,0.095,0.73093,0.11,1.6697,0.14,0.267,0.13,1.7247,0.35,8.0118,1.8,2.8174,0.82,4.3381,0.51,0.60329,0.018,0.9276,0.037,0.46746,0.017
"PER2018","PBE",-1,TRUE,2.7916,0.16,-2.5326,0.17,2.6678,0.2,-1.2735,0.45,-1.335,0.23,6.041,0.86,1.9695,0.52,8.0647,0.83,0.42315,0.018,0.95855,0.042,0.30198,0.015
"PER2018","PBE0",-1,TRUE,0.92456,0.074,0.23639,0.096,1.442,0.12,-0.01,0.16,1.7744,0.21,7.1871,1,2.994,0.86,3.2688,0.5,0.56521,0.021,0.90525,0.036,0.42144,0.019
"PER2018","PW86PBE",-1,TRUE,1.6352,0.12,-0.53545,0.16,2.4625,0.2,0.83679,0.46,-1.4858,0.27,7.0637,1.1,2.6844,0.59,6.1354,0.89,0.52769,0.021,0.98418,0.039,0.39481,0.018
"SCH2018","LDA",-1,TRUE,0.71559,0.031,0.68462,0.035,0.48557,0.024,0.6,0.22,0.14917,0.14,2.8664,0.22,0.13764,0.23,1.5148,0.07,0.34472,0.017,0.80751,0.044,0.2518,0.013
"SCH2018","PBE",-1,TRUE,0.18687,0.0099,0.093231,0.016,0.21256,0.0094,0,0.078,-0.11044,0.12,2.5127,0.18,-0.089637,0.22,0.41837,0.023,0.4139,0.02,0.77526,0.04,0.30877,0.017
"SCH2018","RPBE",-1,TRUE,0.21231,0.01,-0.17169,0.013,0.18856,0.0076,-0.31,0.062,0.10973,0.12,2.2494,0.16,-0.64345,0.2,0.46332,0.021,0.37564,0.018,0.7986,0.042,0.28073,0.015
"SCH2018","vdW-DF2",-1,TRUE,0.20882,0.01,0.023282,0.017,0.25419,0.011,0.13,0.11,-0.17486,0.13,2.6425,0.19,-0.059188,0.27,0.50316,0.035,0.38764,0.018,0.78848,0.042,0.28726,0.015
"SCH2018","BEEF-vdW",-1,TRUE,0.14569,0.008,-0.0094872,0.013,0.18237,0.0083,0.02,0.046,-0.16862,0.11,2.5156,0.17,-0.088302,0.27,0.34049,0.012,0.42113,0.017,0.81642,0.039,0.31771,0.015
"SCH2018","mBEEF",-1,TRUE,0.20559,0.0099,0.057897,0.018,0.24212,0.014,0.27,0.068,-0.99989,0.14,3.4797,0.46,0.23825,0.32,0.48625,0.03,0.37626,0.018,0.81878,0.043,0.2742,0.015
"SCH2018","mBEEF-vdW",-1,TRUE,0.31154,0.013,0.22621,0.021,0.2848,0.014,0.38,0.12,-0.55838,0.13,2.9858,0.33,0.0010874,0.29,0.63641,0.023,0.34152,0.016,0.81332,0.047,0.25416,0.013
"THA2015","M11",-1,TRUE,2.5703,0.2,0.79563,0.31,3.3924,0.26,0.95809,0.8,-0.5055,0.22,4.0579,0.49,1.8047,0.46,7.7661,0.6,0.48561,0.021,0.86472,0.05,0.36057,0.02
"THA2015","M06-2X",-1,TRUE,2.7189,0.2,1.2685,0.3,3.3224,0.26,1.7313,1.1,-0.58104,0.23,4.2259,0.52,1.5125,0.43,7.7452,0.71,0.45599,0.025,0.84554,0.054,0.33326,0.021
"THA2015","ωB97",-1,TRUE,2.7962,0.2,0.76504,0.32,3.5207,0.28,-0.41799,1.3,-0.77873,0.26,4.2407,0.66,0.86613,0.46,7.3987,0.76,0.43129,0.025,0.82324,0.05,0.31252,0.021
"THA2015","LC-τHCTH",-1,TRUE,2.5369,0.19,0.39686,0.3,3.3227,0.25,0.77275,1.3,-0.56998,0.25,3.9919,0.51,0.7235,0.44,7.2164,0.74,0.45118,0.023,0.83579,0.049,0.3359,0.019
"THA2015","HISS",-1,TRUE,3.347,0.2,2.3498,0.3,3.2549,0.26,0.94544,1.1,-0.58699,0.25,4.2237,0.5,1.4216,0.46,7.3594,0.78,0.36304,0.021,0.79748,0.057,0.26363,0.018
"THA2015","LC-ωPBE",-1,TRUE,3.3944,0.19,2.0589,0.31,3.4775,0.28,3.0809,0.84,-0.87477,0.25,4.3539,0.66,1.1671,0.54,7.7051,0.74,0.35415,0.02,0.88445,0.049,0.25676,0.016
"THA2015","MP2",-1,TRUE,2.6985,0.21,0.86079,0.32,3.513,0.34,2.8301,1.2,0.18564,0.61,6.0764,1.8,1.0802,0.64,7.126,0.76,0.4469,0.027,0.87466,0.054,0.32049,0.02
"WU2015","HF",-1,TRUE,4.2378,0.18,3.7843,0.22,2.9539,0.24,3.5848,0.85,-0.86448,0.32,4.8087,1.2,0.45803,0.39,8.0324,0.33,0.30133,0.018,0.83948,0.052,0.21898,0.014
"WU2015","MP2",-1,TRUE,0.52883,0.033,-0.41314,0.042,0.49689,0.032,-0.4866,0.19,0.070321,0.21,3.2793,0.37,0.25743,0.37,1.1967,0.098,0.38693,0.021,0.87936,0.049,0.28206,0.017
"WU2015","LSDA",-1,TRUE,6.545,0.18,-6.4423,0.21,2.4686,0.26,-6.2186,0.8,0.087677,0.65,7.2348,1.2,1.4976,0.77,11.205,0.72,0.17679,0.012,1.0113,0.054,0.12355,0.0088
"WU2015","PBE",-1,TRUE,6.0785,0.18,-5.9753,0.21,2.4385,0.26,-5.871,0.38,-0.13657,0.64,7.1452,1.2,1.9302,0.84,10.802,0.7,0.18609,0.013,1.042,0.059,0.12808,0.01
"WU2015","HCTH",-1,TRUE,4.8912,0.18,-4.751,0.21,2.4769,0.26,-4.651,0.7,-0.097653,0.62,6.9157,1.1,1.5534,0.8,9.6249,0.69,0.23469,0.016,0.98266,0.065,0.16169,0.012
"WU2015","N12",-1,TRUE,3.9666,0.2,-3.78,0.22,2.6778,0.26,-2.7152,0.46,-0.4796,0.52,6.1991,0.95,2.2683,0.86,9.2011,0.76,0.31309,0.019,1.0248,0.053,0.21795,0.015
"WU2015","revTPSS",-1,TRUE,4.546,0.18,-4.4243,0.2,2.3922,0.24,-3.6498,0.25,-0.42261,0.57,6.605,1,2.1019,0.92,9.305,0.75,0.24391,0.017,1.1123,0.065,0.16802,0.013
"WU2015","tHCTH",-1,TRUE,4.561,0.19,-4.4127,0.21,2.5305,0.26,-3.7459,0.47,-0.2878,0.6,6.8233,1.1,1.8901,0.84,9.4701,0.74,0.25673,0.017,1.0384,0.061,0.17731,0.013
"WU2015","M11-L",-1,TRUE,8.3238,0.23,-8.2153,0.25,3.0962,0.29,-6.9881,0.46,0.014244,0.54,5.8344,1.1,0.98503,0.79,13.775,0.58,0.18127,0.01,1.0971,0.049,0.13028,0.0083
"WU2015","MN12-L",-1,TRUE,4.8955,0.22,-4.7579,0.24,2.9612,0.24,-4.2377,0.68,-0.53503,0.36,4.6697,0.63,1.1217,0.66,10.851,0.75,0.29744,0.016,1.0187,0.049,0.21013,0.013
"WU2015","PBE0",-1,TRUE,1.9573,0.14,-1.627,0.17,2.0568,0.19,-1.1218,0.22,-0.43355,0.44,5.4399,0.78,2.0461,0.7,5.8448,0.44,0.45205,0.02,0.91519,0.047,0.33198,0.018
"WU2015","mPW1PW",-1,TRUE,1.7538,0.14,-1.3518,0.17,2.0619,0.18,-0.92741,0.22,-0.51941,0.42,5.3513,0.77,2.0578,0.7,5.7041,0.42,0.49367,0.021,0.92171,0.047,0.36402,0.019
"WU2015","B3LYP",-1,TRUE,3.0977,0.15,-2.9595,0.17,2.0971,0.2,-2.5341,0.34,-0.48976,0.49,5.8065,0.88,1.9807,0.78,7.2244,0.49,0.31738,0.018,0.9903,0.058,0.22326,0.015
"WU2015","B3PW91",-1,TRUE,2.1365,0.15,-1.8623,0.17,2.1086,0.2,-1.4087,0.28,-0.53443,0.46,5.7024,0.84,2.1846,0.74,6.2274,0.5,0.43485,0.021,0.92931,0.048,0.31541,0.018
"WU2015","B97-2",-1,TRUE,1.948,0.15,-1.5941,0.17,2.146,0.2,-0.79995,0.21,-0.53733,0.44,5.5486,0.81,2.3325,0.77,6.0606,0.47,0.47042,0.021,0.9544,0.046,0.3462,0.019
"WU2015","M06",-1,TRUE,2.8929,0.13,-2.756,0.14,1.807,0.18,-2.5908,0.43,0.26772,0.57,6.4159,1.2,1.1564,0.79,6.0234,0.44,0.29789,0.016,0.9905,0.054,0.21032,0.013
"WU2015","M06-2X",-1,TRUE,1.244,0.097,-0.26542,0.13,1.6733,0.13,0.41278,0.4,-0.35297,0.33,4.2735,0.58,0.61941,0.52,3.8522,0.37,0.46784,0.022,0.91008,0.047,0.33803,0.019
"WU2015","M06-HF",-1,TRUE,1.7488,0.099,0.81397,0.15,1.9466,0.14,2.0039,0.45,-0.6705,0.23,3.8174,0.52,0.6168,0.42,4.1585,0.45,0.3634,0.022,0.80888,0.049,0.25882,0.017
"WU2015","SOGGA11X",-1,TRUE,1.4981,0.13,-0.83793,0.16,1.9798,0.15,-0.34128,0.39,-0.59271,0.29,4.2237,0.55,1.2502,0.56,5.1647,0.32,0.5164,0.02,0.95538,0.043,0.38174,0.02
"WU2015","tHCTHhyb",-1,TRUE,2.9704,0.17,-2.7908,0.19,2.2792,0.22,-2.1989,0.18,-0.54379,0.49,5.9622,0.9,2.4526,0.83,7.5298,0.6,0.35401,0.02,0.9802,0.05,0.25021,0.016
"WU2015","BMK",-1,TRUE,1.6153,0.13,-0.77516,0.17,2.1186,0.15,-0.34983,0.5,-0.71809,0.23,3.8952,0.55,0.75688,0.46,5.2309,0.38,0.49286,0.021,0.97797,0.052,0.36383,0.019
"WU2015","TPSSh",-1,TRUE,3.0127,0.16,-2.8262,0.18,2.2476,0.22,-2.1018,0.18,-0.43513,0.51,6.1188,0.91,2.4002,0.85,7.4637,0.61,0.34233,0.02,1.0126,0.052,0.24109,0.016
"WU2015","LC-rTPSS",-1,TRUE,2.4987,0.12,2.4045,0.13,1.6375,0.099,3.2619,0.23,-0.088523,0.19,2.9985,0.34,0.086228,0.3,5.2537,0.29,0.33548,0.022,0.69917,0.045,0.24281,0.019
"WU2015","LC-wPBE",-1,TRUE,2.0052,0.1,1.7746,0.13,1.5892,0.089,2.3499,0.36,-0.059442,0.15,2.7062,0.24,0.077167,0.28,4.6221,0.26,0.35759,0.021,0.70822,0.049,0.26199,0.018
"WU2015","LC-N12",-1,TRUE,3.7959,0.13,3.7576,0.14,1.7906,0.11,4.3764,0.4,-0.2156,0.22,3.2168,0.49,0.10209,0.31,6.7613,0.3,0.25399,0.017,0.73866,0.048,0.18176,0.014
"WU2015","LC-HCTH",-1,TRUE,1.7634,0.098,1.3083,0.13,1.6887,0.12,1.5774,0.34,-0.34614,0.26,3.7577,0.68,0.44907,0.36,4.3486,0.29,0.37386,0.021,0.86295,0.052,0.2637,0.017
"WU2015","LC-tHCTH",-1,TRUE,1.3844,0.1,-0.10833,0.14,1.821,0.13,-0.038056,0.54,-0.47767,0.27,3.9019,0.75,0.36951,0.35,3.6709,0.25,0.45056,0.022,0.91134,0.051,0.32504,0.018
"WU2015","M11",-1,TRUE,1.3293,0.087,-0.24264,0.13,1.6638,0.11,0.76115,0.69,-0.02963,0.24,3.3079,0.39,0.099412,0.36,3.5204,0.33,0.40839,0.021,0.94236,0.051,0.29477,0.017
"WU2015","CAM-B3LYP",-1,TRUE,1.5111,0.12,-1.0295,0.14,1.8014,0.13,-0.02287,0.35,-0.31673,0.26,3.77,0.43,0.82807,0.43,4.6586,0.28,0.49741,0.022,0.82346,0.051,0.3653,0.02
"WU2015","wB97XD",-1,TRUE,1.5897,0.12,-1.1212,0.15,1.833,0.13,-0.19557,0.47,-0.25783,0.26,3.6915,0.43,0.73821,0.42,4.7829,0.27,0.48362,0.022,0.83712,0.044,0.35554,0.02
"WU2015","wB97",-1,TRUE,1.4456,0.087,0.13959,0.14,1.7694,0.097,0.74691,0.4,-0.02014,0.15,2.6058,0.23,-0.067835,0.29,3.3941,0.19,0.39126,0.018,0.8967,0.049,0.29107,0.015
"WU2015","wB97X",-1,TRUE,1.4091,0.098,-0.54504,0.14,1.7339,0.1,0.39295,0.47,-0.10717,0.17,2.9059,0.26,0.27282,0.29,3.6316,0.19,0.4418,0.019,0.8671,0.043,0.33282,0.017
"WU2015","N12-SX",-1,TRUE,1.5768,0.15,-0.73318,0.18,2.242,0.19,0.2172,0.31,-0.66981,0.36,5.0437,0.72,2.0471,0.61,5.788,0.5,0.5425,0.021,0.89857,0.071,0.39817,0.021
"WU2015","MN12-SX",-1,TRUE,4.8207,0.18,-4.7226,0.19,2.4062,0.21,-3.3269,0.55,-0.44567,0.43,5.1498,0.76,1.273,0.72,9.5887,0.6,0.24227,0.014,1.0641,0.051,0.17275,0.011
"WU2015","HSE06",-1,TRUE,2.0901,0.15,-1.8027,0.17,2.0787,0.19,-1.1143,0.25,-0.44764,0.46,5.6685,0.83,2.0874,0.73,6.0493,0.47,0.43588,0.02,0.95686,0.049,0.31688,0.018
"WU2015","HISS",-1,TRUE,1.8746,0.11,1.0518,0.16,2.0231,0.16,1.8953,0.43,-0.61463,0.26,4.206,0.56,1.3569,0.5,4.2476,0.4,0.37312,0.022,0.86128,0.055,0.26215,0.017
"ZAS2019","HF",-1,TRUE,2.3703,0.025,0.062466,0.041,3.111,0.04,0.62,0.41,-0.69783,0.075,5.1219,0.29,0.32367,0.058,6.01,0.099,0.43596,0.0038,0.87553,0.0075,0.31493,0.0029
"ZAS2019","MP2",-1,TRUE,1.3047,0.013,-0.0039203,0.021,1.6597,0.016,-0.25,0.25,-0.077119,0.035,3.3327,0.062,0.11869,0.064,3.3177,0.051,0.42362,0.0035,0.86209,0.0075,0.30723,0.0029
"ZAS2019","SLATM_L2",-1,TRUE,1.2377,0.025,0.10779,0.03,2.354,0.075,0.09,0.08,0.23762,0.52,26.653,3,4.3401,0.24,4.6098,0.15,0.60508,0.0054,1.0047,0.0084,0.44722,0.0048
"ZHA2018","PBE",-1,TRUE,0.20709,0.0096,-0.20378,0.01,0.14083,0.007,-0.251,0.077,-0.40738,0.18,3.1115,0.42,-0.34368,0.25,0.44201,0.029,0.3682,0.019,0.76465,0.041,0.26757,0.016
"ZHA2018","SCAN",-1,TRUE,0.09676,0.0064,-0.016417,0.0098,0.13133,0.0086,-0.016,0.017,-0.35242,0.28,4.2795,0.82,1.2931,0.53,0.27021,0.015,0.48697,0.019,0.88692,0.048,0.36986,0.016
