"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"NAR2019","B3LYP",1,FALSE,2.4342,0.12,-1.1451e-17,0.17,3.5468,0.33,2.0102,0.96,17.797,7.8,0.87971,0.32,6.6193,0.42,0.47353,0.018,0.90709,0.029,0.34115,0.013
"NAR2019","M06-2X",1,FALSE,2.4212,0.096,-1.6701e-17,0.15,3.1556,0.24,1.4174,0.74,11.205,5.4,-0.28647,0.15,5.4997,0.29,0.40483,0.016,0.83298,0.029,0.29058,0.011
"NAR2019","wB97X-D",1,FALSE,1.7187,0.086,-1.6986e-17,0.12,2.5399,0.29,2.7917,1.1,24.475,11,0.67053,0.28,4.4066,0.48,0.45813,0.021,0.9227,0.035,0.32509,0.015
"PER2018","B3LYP",1,FALSE,0.97472,0.076,3.8396e-18,0.1,1.5056,0.12,1.7205,0.27,7.2051,1.1,4.9018,1,3.7108,0.47,0.53709,0.018,0.99698,0.038,0.39669,0.017
"PER2018","B97-1",1,FALSE,0.69549,0.051,-3.4966e-17,0.069,1.0447,0.078,0.34929,0.36,6.2526,0.67,3.1931,0.66,2.6283,0.29,0.52439,0.018,0.96793,0.041,0.38944,0.017
"PER2018","BH&HLYP",1,FALSE,2.6322,0.14,1.3279e-18,0.23,3.4549,0.25,1.5953,0.24,5.9431,1.3,0.51662,0.54,7.2135,0.68,0.40223,0.022,1.0728,0.054,0.27946,0.017
"PER2018","BLYP",1,FALSE,1.4219,0.1,-4.0469e-17,0.14,2.144,0.16,-0.92651,0.31,6.2598,0.79,3.5131,0.63,5.2328,0.52,0.53356,0.019,1.0398,0.041,0.39919,0.018
"PER2018","CAM-B3LYP",1,FALSE,1.0219,0.075,4.0755e-17,0.1,1.532,0.12,1.621,0.3,6.716,1.1,5.0753,1.2,3.5669,0.41,0.51362,0.018,1.0663,0.037,0.38633,0.017
"PER2018","LC-ωPBE",1,FALSE,0.99685,0.08,-5.9604e-18,0.11,1.6052,0.15,1.4733,0.47,8.8921,1.7,5.291,1.3,3.9332,0.54,0.55524,0.02,1.0261,0.038,0.41402,0.02
"PER2018","PBE",1,FALSE,1.8896,0.12,1.005e-17,0.17,2.6677,0.2,-1.3152,0.23,5.988,0.85,1.9483,0.52,5.7152,0.64,0.48036,0.02,1.0324,0.04,0.34626,0.017
"PER2018","PBE0",1,FALSE,0.8796,0.072,-6.7523e-18,0.094,1.3968,0.14,2.0797,0.3,9.4758,1.4,4.6363,1.2,3.0566,0.58,0.54359,0.023,0.97352,0.039,0.39973,0.02
"PER2018","PW86PBE",1,FALSE,1.6857,0.12,2.8601e-17,0.16,2.4576,0.2,-1.4088,0.26,6.8165,1,2.5537,0.56,5.8448,0.74,0.4951,0.021,1.02,0.039,0.36001,0.019
"SCH2018","LDA",1,FALSE,0.2733,0.015,-5.7703e-18,0.024,0.34652,0.018,0.2512,0.16,2.9801,0.33,-0.018456,0.3,0.65099,0.036,0.42729,0.019,0.83269,0.04,0.31746,0.016
"SCH2018","PBE",1,FALSE,0.14847,0.0072,-3.8263e-18,0.013,0.18088,0.0083,0.2097,0.14,2.6421,0.2,-0.27473,0.21,0.3441,0.024,0.38181,0.018,0.83047,0.048,0.27201,0.015
"SCH2018","RPBE",1,FALSE,0.1532,0.0071,1.1099e-17,0.013,0.18331,0.0075,0.11871,0.12,2.3107,0.17,-0.51198,0.21,0.34076,0.021,0.36723,0.018,0.82978,0.043,0.26974,0.015
"SCH2018","vdW-DF2",1,FALSE,0.20306,0.01,-4.3723e-18,0.017,0.2509,0.012,-0.20964,0.14,2.7696,0.2,0.063389,0.26,0.51185,0.042,0.3967,0.017,0.86662,0.041,0.29231,0.014
"SCH2018","BEEF-vdW",1,FALSE,0.14127,0.0073,3.8442e-18,0.012,0.1744,0.0076,-0.15103,0.12,2.4362,0.18,-0.23544,0.26,0.3198,0.013,0.40561,0.018,0.83986,0.043,0.30661,0.015
"SCH2018","mBEEF",1,FALSE,0.1245,0.0078,-1.0519e-18,0.012,0.16574,0.011,-0.16283,0.31,4.5134,0.62,0.62256,0.48,0.34164,0.039,0.45031,0.021,0.85579,0.043,0.32766,0.017
"SCH2018","mBEEF-vdW",1,FALSE,0.16107,0.009,-8.8907e-18,0.015,0.20555,0.011,-0.29417,0.2,3.4103,0.42,0.24431,0.32,0.39825,0.027,0.42309,0.019,0.88408,0.04,0.30744,0.015
"THA2015","M11",1,FALSE,0.029663,0.0029,6.5459e-19,0.0041,0.045113,0.0049,-0.74642,0.59,7.2851,1.7,3.1588,0.87,0.10259,0.014,0.53971,0.024,0.96846,0.047,0.40368,0.022
"THA2015","M06-2X",1,FALSE,0.028825,0.0028,-7.7797e-19,0.0039,0.043556,0.0045,-0.63312,0.51,6.6327,1.2,3.1634,0.78,0.10141,0.013,0.52848,0.022,1.0395,0.05,0.39822,0.021
"THA2015","ωB97",1,FALSE,0.031465,0.0028,-6.7763e-20,0.004,0.045049,0.0042,-0.57825,0.43,5.7289,0.8,2.1648,0.67,0.11094,0.015,0.49035,0.023,0.98758,0.055,0.35322,0.021
"THA2015","LC-τHCTH",1,FALSE,0.030028,0.0027,-2.5499e-19,0.0039,0.043596,0.0042,-0.47057,0.48,6.1272,0.93,2.1169,0.69,0.10579,0.015,0.49929,0.024,0.93853,0.054,0.36148,0.021
"THA2015","HISS",1,FALSE,0.028183,0.0028,-5.6203e-19,0.0038,0.042642,0.0044,-0.58969,0.52,6.6091,1.2,2.9846,0.76,0.10226,0.013,0.53178,0.022,1.0161,0.049,0.39504,0.021
"THA2015","LC-ωPBE",1,FALSE,0.030581,0.0028,-4.1933e-19,0.0039,0.044634,0.0043,-0.73019,0.43,5.9549,0.93,2.4934,0.74,0.10975,0.014,0.50918,0.023,0.97984,0.054,0.36853,0.021
"THA2015","MP2",1,FALSE,0.029855,0.0028,3.0636e-19,0.0039,0.044138,0.0043,-0.14897,0.51,6.192,0.85,2.7352,0.8,0.10851,0.016,0.50934,0.023,1.0679,0.051,0.37468,0.022
"WU2015","HF",1,FALSE,0.022237,0.0017,-9.3403e-19,0.0022,0.029534,0.0024,-0.86042,0.32,4.8253,1.2,0.4621,0.39,0.060145,0.0058,0.44729,0.023,0.89716,0.046,0.32666,0.018
"WU2015","MP2",1,FALSE,0.0039131,0.00025,7.9446e-20,0.00042,0.0049068,0.00031,-0.008293,0.22,3.2394,0.38,0.13391,0.35,0.009951,0.0011,0.40242,0.023,0.84884,0.051,0.29169,0.018
"WU2015","LSDA",1,FALSE,0.01715,0.0015,2.2184e-19,0.0021,0.024684,0.0026,0.097313,0.64,7.1607,1.2,1.4545,0.76,0.054463,0.0088,0.47571,0.027,1.0435,0.062,0.33891,0.023
"WU2015","PBE",1,FALSE,0.016421,0.0015,7.7091e-19,0.0021,0.024385,0.0026,-0.14151,0.64,7.1795,1.2,1.9528,0.85,0.055211,0.009,0.50895,0.026,0.91831,0.058,0.36589,0.023
"WU2015","HCTH",1,FALSE,0.016916,0.0015,4.2789e-19,0.0021,0.024767,0.0026,-0.10936,0.63,6.9966,1.1,1.5987,0.81,0.055664,0.0089,0.498,0.027,0.99083,0.06,0.35476,0.023
"WU2015","N12",1,FALSE,0.018382,0.0017,-1.0141e-19,0.0022,0.026771,0.0026,-0.44921,0.5,6.0635,0.91,2.2038,0.84,0.061972,0.0092,0.50613,0.023,0.94988,0.051,0.36871,0.021
"WU2015","revTPSS",1,FALSE,0.016111,0.0015,-1.7534e-19,0.002,0.023918,0.0024,-0.4457,0.58,6.7364,1,2.1644,0.94,0.056283,0.0089,0.51385,0.026,0.86817,0.056,0.37065,0.022
"WU2015","tHCTH",1,FALSE,0.017218,0.0016,2.0282e-20,0.0021,0.025304,0.0026,-0.27862,0.6,6.7697,1.1,1.8708,0.83,0.058044,0.0094,0.50415,0.026,0.95769,0.059,0.36083,0.022
"WU2015","M11-L",1,FALSE,0.022511,0.0017,6.7249e-20,0.0025,0.030443,0.0027,0.022441,0.49,5.3331,0.99,0.75696,0.69,0.06164,0.0082,0.44997,0.025,0.93212,0.05,0.32607,0.02
"WU2015","MN12-L",1,FALSE,0.021526,0.0017,-1.4445e-19,0.0024,0.029575,0.0025,-0.58321,0.38,4.8946,0.68,1.2057,0.7,0.068601,0.0088,0.46721,0.023,0.86604,0.054,0.33589,0.02
"WU2015","PBE0",1,FALSE,0.014424,0.0013,7.3277e-20,0.0017,0.02056,0.0019,-0.46701,0.45,5.5783,0.82,2.1164,0.73,0.047278,0.0066,0.48672,0.02,1.0301,0.047,0.36424,0.019
"WU2015","mPW1PW",1,FALSE,0.01451,0.0013,3.6059e-19,0.0017,0.020614,0.0019,-0.54546,0.43,5.4554,0.8,2.1071,0.71,0.047642,0.0065,0.48488,0.02,1.0321,0.046,0.36281,0.019
"WU2015","B3LYP",1,FALSE,0.014567,0.0013,-2.0824e-19,0.0017,0.020971,0.002,-0.49271,0.49,5.8202,0.88,1.9887,0.79,0.047951,0.007,0.49678,0.022,0.96172,0.045,0.36406,0.02
"WU2015","B3PW91",1,FALSE,0.014661,0.0013,1.1155e-19,0.0017,0.021085,0.002,-0.54241,0.46,5.7358,0.85,2.2011,0.75,0.049293,0.007,0.49256,0.021,1.0034,0.045,0.36654,0.02
"WU2015","B97-2",1,FALSE,0.014936,0.0013,-2.7652e-19,0.0017,0.021457,0.002,-0.55803,0.45,5.6335,0.84,2.3762,0.79,0.049864,0.0071,0.49434,0.021,0.97852,0.044,0.36939,0.019
"WU2015","M06",1,FALSE,0.012794,0.0011,3.853e-19,0.0014,0.01807,0.0018,0.26832,0.57,6.4105,1.2,1.1566,0.79,0.037941,0.0061,0.48508,0.026,0.87133,0.051,0.34895,0.02
"WU2015","M06-2X",1,FALSE,0.012621,0.00093,-2.3764e-20,0.0013,0.016722,0.0013,-0.33334,0.32,4.1922,0.56,0.62925,0.5,0.035942,0.004,0.44468,0.022,0.91782,0.047,0.32161,0.018
"WU2015","M06-HF",1,FALSE,0.015002,0.001,-4.2069e-19,0.0015,0.019243,0.0013,-0.69262,0.22,3.674,0.48,0.34974,0.39,0.040267,0.004,0.41743,0.022,0.90633,0.058,0.29384,0.017
"WU2015","SOGGA11X",1,FALSE,0.014413,0.0011,1.7326e-19,0.0015,0.019717,0.0016,-0.6779,0.33,4.526,0.64,1.3857,0.62,0.045815,0.0045,0.46793,0.02,0.94388,0.045,0.34419,0.018
"WU2015","tHCTHhyb",1,FALSE,0.015684,0.0014,1.6983e-19,0.0019,0.022791,0.0022,-0.53446,0.48,5.9224,0.89,2.4321,0.83,0.053481,0.0077,0.50016,0.021,0.96321,0.044,0.37275,0.019
"WU2015","BMK",1,FALSE,0.015965,0.0012,-9.8887e-20,0.0017,0.021182,0.0015,-0.70278,0.23,3.8501,0.54,0.76482,0.46,0.047594,0.0037,0.45365,0.021,0.92924,0.047,0.33081,0.018
"WU2015","TPSSh",1,FALSE,0.015224,0.0014,8.6503e-20,0.0018,0.022469,0.0022,-0.46787,0.52,6.271,0.95,2.4721,0.89,0.052791,0.0078,0.51317,0.022,0.95549,0.044,0.37969,0.02
"WU2015","LC-rTPSS",1,FALSE,0.011235,0.00081,-3.1715e-19,0.0011,0.014833,0.0011,-0.24271,0.28,3.9977,0.52,0.80779,0.42,0.032275,0.0032,0.44511,0.022,0.9401,0.049,0.3223,0.018
"WU2015","LC-wPBE",1,FALSE,0.010923,0.00079,4.0658e-21,0.0011,0.014352,0.00099,-0.25535,0.22,3.5813,0.37,1.109,0.43,0.032474,0.0026,0.44424,0.019,0.98494,0.047,0.32975,0.017
"WU2015","LC-N12",1,FALSE,0.0122,9e-04,-2.5238e-19,0.0013,0.01627,0.0012,-0.54263,0.28,4.2501,0.68,0.9243,0.49,0.035184,0.0035,0.4534,0.022,0.92062,0.047,0.331,0.018
"WU2015","LC-HCTH",1,FALSE,0.011329,0.00088,-3.1638e-19,0.0012,0.015422,0.0013,-0.59139,0.35,5.0209,0.89,1.1776,0.54,0.034616,0.0037,0.46063,0.023,0.91513,0.055,0.33258,0.019
"WU2015","LC-tHCTH",1,FALSE,0.012844,0.00098,-7.953e-19,0.0013,0.017307,0.0014,-0.5984,0.32,4.6262,0.87,0.7267,0.44,0.03675,0.0039,0.46292,0.024,0.90249,0.05,0.33254,0.02
"WU2015","M11",1,FALSE,0.013117,0.00086,-1.9738e-19,0.0013,0.016573,0.0011,-0.072418,0.26,3.504,0.43,0.071227,0.37,0.03405,0.0037,0.40365,0.023,0.87141,0.055,0.28425,0.019
"WU2015","CAM-B3LYP",1,FALSE,0.012891,0.001,3.2947e-21,0.0014,0.017627,0.0014,-0.51167,0.34,4.5276,0.62,1.3149,0.54,0.040023,0.0045,0.46758,0.02,0.98267,0.045,0.34487,0.018
"WU2015","wB97XD",1,FALSE,0.013258,0.001,-3.4442e-20,0.0014,0.017934,0.0014,-0.44947,0.34,4.4328,0.6,1.0468,0.52,0.040026,0.0043,0.45869,0.021,0.97792,0.048,0.33669,0.018
"WU2015","wB97",1,FALSE,0.011907,0.00086,-6.9725e-20,0.0012,0.015649,0.0011,-0.30219,0.21,3.4815,0.37,0.94263,0.41,0.034561,0.0026,0.44995,0.019,0.93173,0.048,0.33399,0.017
"WU2015","wB97X",1,FALSE,0.012163,0.00092,-1.8296e-20,0.0013,0.016231,0.0012,-0.37369,0.25,3.7962,0.44,0.9862,0.45,0.035269,0.0036,0.46088,0.02,0.9234,0.046,0.33764,0.018
"WU2015","N12-SX",1,FALSE,0.016019,0.0013,8.5287e-20,0.0018,0.022418,0.0019,-0.65435,0.36,4.9932,0.7,2.0225,0.6,0.0521,0.0064,0.47651,0.02,1.0551,0.047,0.35798,0.019
"WU2015","MN12-SX",1,FALSE,0.017455,0.0014,-5.5098e-19,0.0019,0.024062,0.0021,-0.44152,0.43,5.1239,0.76,1.2707,0.72,0.05462,0.0073,0.46839,0.024,0.91702,0.047,0.33857,0.02
"WU2015","HSE06",1,FALSE,0.014542,0.0013,5.3462e-20,0.0017,0.020787,0.0019,-0.45026,0.47,5.6795,0.84,2.0943,0.74,0.047763,0.0068,0.48846,0.021,1.0137,0.045,0.36431,0.019
"WU2015","HISS",1,FALSE,0.014719,0.0012,-4.1237e-19,0.0016,0.020227,0.0016,-0.63205,0.27,4.2583,0.57,1.3892,0.5,0.046625,0.0042,0.48179,0.021,0.98003,0.045,0.35415,0.019
"ZAS2019","HF",1,FALSE,2.2859,0.025,-3.0292e-17,0.038,2.9686,0.036,-0.4553,0.06,4.3288,0.21,0.27968,0.056,5.8694,0.08,0.43385,0.0035,0.87328,0.0075,0.31452,0.0027
"ZAS2019","MP2",1,FALSE,1.2751,0.012,-5.1731e-17,0.021,1.6059,0.015,0.089152,0.032,3.1418,0.06,0.049287,0.06,3.1755,0.054,0.41642,0.0033,0.84666,0.0071,0.30227,0.0028
"ZAS2019","SLATM_L2",1,FALSE,1.2661,0.025,-3.8384e-17,0.032,2.4356,0.079,0.81942,0.53,28.152,2.7,4.3464,0.23,4.6579,0.14,0.60461,0.0056,1.0198,0.0079,0.44728,0.005
"ZHA2018","PBE",1,FALSE,0.092325,0.0061,9.1728e-19,0.0086,0.1281,0.011,-1.0784,0.4,6.5798,1.4,1.0163,0.43,0.28741,0.038,0.45664,0.023,0.96772,0.049,0.32598,0.018
"ZHA2018","SCAN",1,FALSE,0.091706,0.0063,-1.271e-18,0.0087,0.12676,0.0093,-0.39569,0.35,5.2734,0.86,1.2716,0.41,0.27631,0.026,0.4708,0.019,1.0122,0.04,0.34131,0.017
"Ref_NormBias","mu=0",1,TRUE,4.555e-17,9.6e-18,-1.9848e-33,9.8e-18,3.2112e-16,1.8e-16,-30.355,13,947.04,410,2.7753,0.38,1.1836e-16,5.1e-18,0.62637,0.074,1.0194,0.073,0.45751,0.055
"Ref_NormBias","mu=0.5",1,TRUE,4.1473e-17,7.7e-18,-3.5984e-34,8e-18,2.6029e-16,1.4e-16,-30.031,13,933.64,410,1.9373,0.26,1.0174e-16,3.3e-18,0.60493,0.069,0.9849,0.07,0.43798,0.048
"Ref_NormBias","mu=1",1,TRUE,4.7928e-17,1.3e-17,3.5387e-33,1.3e-17,4.2869e-16,2.4e-16,30.982,14,973.15,420,2.3141,0.31,1.0366e-16,3e-18,0.63666,0.094,1.0413,0.078,0.46635,0.074
"Ref_NormBias","mu=1.5",1,TRUE,3.1942e-17,1.2e-18,2.8321e-35,1.6e-18,5.2294e-17,5.7e-18,-3.328,2.2,56.416,29,2.0956,0.26,9.8527e-17,2.1e-18,0.54949,0.013,0.88125,0.018,0.41106,0.0093
"Ref_NormBias","mu=2",1,TRUE,3.3212e-17,1.2e-18,1.1834e-33,1.6e-18,5.0112e-17,3.3e-18,1.3403,1,20.312,9.9,1.6841,0.24,1.0064e-16,2.9e-18,0.52548,0.011,0.87018,0.018,0.38917,0.0085
"Ref_NormBias","mu=2.5",1,TRUE,4.0575e-17,7.7e-18,-1.8318e-33,7.7e-18,2.5757e-16,1.4e-16,30.039,13,934,410,2.3904,0.31,1.0181e-16,5.1e-18,0.602,0.07,1.0148,0.075,0.43571,0.051
"Ref_NormBias","mu=3",1,TRUE,3.418e-17,2.8e-18,3.7019e-34,3.1e-18,1.0059e-16,4e-17,-22.522,10,636.56,280,1.7124,0.24,9.5682e-17,2.3e-18,0.56384,0.033,0.9154,0.03,0.41479,0.02
"Ref_NormBias","mu=3.5",1,TRUE,3.4783e-17,1.8e-18,-1.1844e-33,2.2e-18,6.8387e-17,1.5e-17,-10.662,5.4,236.85,110,2.1456,0.24,1.0531e-16,1.8e-18,0.55595,0.018,0.92451,0.021,0.4132,0.012
"Ref_NormBias","mu=4",1,TRUE,3.7517e-17,5.2e-18,3.6862e-33,5.4e-18,1.7902e-16,8.8e-17,28.3,13,862.83,370,2.5251,0.33,1.0084e-16,3.7e-18,0.59719,0.052,0.97147,0.054,0.43705,0.036
"Ref_NormBias","mu=4.5",1,TRUE,3.3781e-17,1.4e-18,2.8053e-34,1.8e-18,5.5799e-17,6.4e-18,-3.6833,2.3,61.089,31,2.0704,0.27,1.0538e-16,2e-18,0.55396,0.013,0.86883,0.018,0.41204,0.0094
"Ref_NormBias","mu=5",1,TRUE,4.9671e-17,1.3e-17,-4.5047e-33,1.3e-17,4.4153e-16,2.5e-16,-30.971,14,972.68,420,2.1798,0.33,1.0889e-16,5.1e-18,0.63334,0.094,1.0697,0.1,0.45886,0.075
"Ref_Student","df=1",1,TRUE,8.3433e-16,3.4e-16,1.118e-31,3.4e-16,1.1208e-14,6.5e-15,31.199,14,982.19,380,9.2181,1.9,7.6504e-16,7.8e-17,0.62453,0.17,1.3746,0.077,0.54067,0.18
"Ref_Student","df=2",1,TRUE,1.4664e-16,4.6e-17,6.3995e-33,4.6e-17,1.5383e-15,8.8e-16,30.999,14,973.86,410,6.4812,0.89,2.9379e-16,1.7e-17,0.66551,0.1,1.1488,0.052,0.50558,0.096
"Ref_Student","df=3",1,TRUE,5.1316e-17,4e-18,-2.7621e-33,4.4e-18,1.4162e-16,4.3e-17,-16.187,7.4,409.01,170,3.4667,0.46,1.669e-16,1.1e-17,0.60819,0.026,0.97821,0.028,0.44809,0.019
"Ref_Student","df=4",1,TRUE,4.9313e-17,6.4e-18,-1.0317e-33,6.6e-18,2.1714e-16,1e-16,26.571,11,788.9,330,2.0701,0.32,1.3289e-16,7.3e-18,0.59837,0.048,0.99168,0.045,0.43428,0.033
"Ref_Student","df=5",1,TRUE,4.2509e-17,6.3e-18,-2.5286e-34,6.5e-18,2.1325e-16,1.1e-16,28.453,12,868.49,370,2.8548,0.38,1.1699e-16,4.5e-18,0.60597,0.054,0.95655,0.059,0.4401,0.037
"Ref_Student","df=6",1,TRUE,3.6816e-17,1.4e-18,2.0954e-33,1.8e-18,5.7688e-17,3.1e-18,-0.62955,0.72,14.102,5.2,2.2114,0.25,1.1731e-16,3.5e-18,0.55216,0.01,0.92673,0.018,0.40924,0.0086
"Ref_Student","df=7",1,TRUE,4.5949e-17,8.1e-18,1.8737e-33,8.3e-18,2.7508e-16,1.4e-16,29.747,13,921.81,400,1.9493,0.26,1.1414e-16,5e-18,0.596,0.067,1.0234,0.062,0.43365,0.049
"Ref_Student","df=8",1,TRUE,3.8041e-17,2.3e-18,-2.748e-33,2.6e-18,8.1672e-17,2e-17,-11.953,5.8,272.67,120,2.415,0.33,1.1811e-16,3.6e-18,0.57376,0.02,0.91167,0.021,0.42262,0.013
"Ref_Student","df=9",1,TRUE,6.2123e-17,1.9e-17,-1.7843e-33,1.9e-17,6.3147e-16,3.6e-16,31.158,14,980.51,420,2.7073,0.36,1.3039e-16,6.6e-18,0.6527,0.1,1.1154,0.093,0.48073,0.089
"Ref_Student","df=10",1,TRUE,4.0484e-17,5.7e-18,-1.3553e-33,5.8e-18,1.9102e-16,9.4e-17,28.168,13,857.38,370,2.2457,0.29,1.1182e-16,3.9e-18,0.59912,0.051,0.95798,0.045,0.43708,0.035
"Ref_Student","df=20",1,TRUE,3.9892e-17,5.1e-18,7.2889e-34,5.2e-18,1.7229e-16,8.2e-17,27.622,12,835.42,360,1.8831,0.27,1.0655e-16,3.1e-18,0.58807,0.048,0.92876,0.041,0.43101,0.03
"Ref_Student","df=50",1,TRUE,3.4204e-17,1.6e-18,1.0111e-34,1.9e-18,6.0831e-17,9.5e-18,-5.9639,3.3,111.1,53,1.8668,0.25,1.0241e-16,2.4e-18,0.55102,0.016,0.89955,0.019,0.4048,0.011
"Ref_Student","df=100",1,TRUE,3.2046e-17,1.6e-18,-7.144e-34,1.9e-18,6.2314e-17,1.3e-17,-9.2509,4.9,200.16,92,2.2115,0.31,9.9361e-17,2.9e-18,0.57062,0.018,0.88651,0.02,0.42333,0.012
"Ref_StudentBias1","df=1",1,TRUE,5.5699e-16,2.4e-16,4.3227e-33,2.4e-16,7.8771e-15,4.7e-15,-31.375,15,989.6,400,9.0867,1.2,6.6335e-16,5.8e-17,0.65092,0.17,1.3318,0.045,0.54781,0.18
"Ref_StudentBias1","df=2",1,TRUE,7.6492e-17,1.5e-17,8.8906e-33,1.5e-17,4.8987e-16,2.4e-16,28.667,12,877.27,370,4.3767,0.84,1.9916e-16,2e-17,0.67908,0.056,1.0687,0.055,0.50465,0.049
"Ref_StudentBias1","df=3",1,TRUE,6.5313e-17,1.4e-17,-2.3621e-32,1.4e-17,4.8073e-16,2.6e-16,-30.109,13,936.91,400,4.1812,0.51,1.5993e-16,8.2e-18,0.65184,0.072,1.0679,0.057,0.4843,0.059
"Ref_StudentBias1","df=4",1,TRUE,5.1084e-17,8.5e-18,7.2158e-33,8.7e-18,2.8764e-16,1.5e-16,29.169,13,898.35,390,3.0957,0.39,1.3749e-16,4.5e-18,0.62435,0.058,0.97199,0.049,0.45798,0.041
"Ref_StudentBias1","df=5",1,TRUE,3.9091e-17,3e-18,1.7923e-33,3.2e-18,1.0385e-16,3.4e-17,18.09,8.4,476.39,210,3.117,0.37,1.2465e-16,5e-18,0.59721,0.026,0.95113,0.025,0.44111,0.018
"Ref_StudentBias1","df=6",1,TRUE,3.8902e-17,2.8e-18,-8.584e-34,2.9e-18,9.7437e-17,3e-17,-16.797,7.9,432.64,190,2.8363,0.35,1.2258e-16,3.2e-18,0.58877,0.024,0.91519,0.021,0.43677,0.016
"Ref_StudentBias1","df=7",1,TRUE,4.2447e-17,5.2e-18,-6.4564e-34,5.5e-18,1.7806e-16,8.4e-17,-27.211,12,818.88,360,1.9742,0.29,1.1508e-16,3.8e-18,0.59163,0.046,0.92376,0.046,0.43008,0.029
"Ref_StudentBias1","df=8",1,TRUE,4.3998e-17,6.1e-18,-9.2815e-34,6.4e-18,2.085e-16,1e-16,28.257,13,860.86,370,2.4089,0.29,1.2074e-16,4e-18,0.60611,0.05,0.95828,0.056,0.44296,0.034
"Ref_StudentBias1","df=9",1,TRUE,4.4149e-17,7.4e-18,2.039e-33,7.5e-18,2.4892e-16,1.3e-16,29.413,13,908.12,390,2.5915,0.31,1.179e-16,4.7e-18,0.61017,0.06,0.99322,0.056,0.44503,0.043
"Ref_StudentBias1","df=10",1,TRUE,4.1337e-17,5.7e-18,3.2199e-33,5.7e-18,1.9134e-16,9.3e-17,28.014,13,851.47,370,2.138,0.32,1.1122e-16,3.5e-18,0.59074,0.051,0.98666,0.048,0.42968,0.036
"Ref_StudentBias1","df=20",1,TRUE,4.2258e-17,8.6e-18,-5.9155e-33,8.6e-18,2.8818e-16,1.6e-16,-30.302,13,944.85,410,2.2765,0.28,1.0159e-16,2.9e-18,0.61595,0.073,1.0145,0.077,0.44871,0.053
"Ref_StudentBias1","df=50",1,TRUE,4.2315e-17,7.3e-18,-6.4446e-33,7.5e-18,2.4697e-16,1.3e-16,29.692,13,919.66,400,1.8118,0.2,1.0648e-16,3.2e-18,0.59448,0.065,0.99406,0.065,0.42991,0.047
"Ref_StudentBias1","df=100",1,TRUE,4.1497e-17,7.5e-18,-3.1991e-34,7.8e-18,2.5664e-16,1.4e-16,-29.838,13,925.67,400,2.779,0.37,1.1022e-16,5.1e-18,0.61648,0.066,1.0146,0.062,0.45082,0.049
"Ref_StudentBias2","df=1",1,TRUE,7.5692e-16,3.3e-16,1.7619e-31,3.3e-16,1.1004e-14,6.6e-15,31.46,18,993.2,370,12.479,2.4,7.4957e-16,6.2e-17,0.6042,0.2,1.3872,0.072,0.51871,0.2
"Ref_StudentBias2","df=2",1,TRUE,8.5757e-17,2.3e-17,1.876e-33,2.3e-17,7.7392e-16,4.3e-16,30.618,14,958.04,400,4.0356,0.72,1.9493e-16,2e-17,0.67392,0.085,1.1098,0.051,0.50624,0.077
"Ref_StudentBias2","df=3",1,TRUE,4.7255e-17,4.9e-18,2.2598e-33,5.3e-18,1.6899e-16,6.6e-17,22.398,10,632.13,270,4.4888,0.46,1.5874e-16,6.8e-18,0.64393,0.033,0.9702,0.023,0.48191,0.024
"Ref_StudentBias2","df=4",1,TRUE,6.4494e-17,1.6e-17,2.1155e-32,1.7e-17,5.4857e-16,3.1e-16,30.771,14,964.32,420,3.5724,0.41,1.5429e-16,7.2e-18,0.64611,0.086,1.0707,0.069,0.47621,0.071
"Ref_StudentBias2","df=5",1,TRUE,3.8739e-17,1.6e-18,-3.0292e-34,1.9e-18,6.3371e-17,3.3e-18,-0.084391,0.5,11.87,1.9,2.9456,0.4,1.247e-16,4.9e-18,0.5773,0.011,0.93035,0.018,0.43202,0.0092
"Ref_StudentBias2","df=6",1,TRUE,3.904e-17,2.5e-18,-1.4284e-33,2.8e-18,9.0818e-17,2.7e-17,-15.666,7.5,394.66,170,2.4509,0.29,1.2258e-16,3.6e-18,0.57451,0.023,0.92244,0.021,0.42624,0.015
"Ref_StudentBias2","df=7",1,TRUE,4.3708e-17,6.8e-18,2.9333e-33,7e-18,2.3155e-16,1.2e-16,-28.867,13,885.87,380,2.7318,0.33,1.1952e-16,3.8e-18,0.61209,0.056,0.98542,0.05,0.44746,0.04
"Ref_StudentBias2","df=8",1,TRUE,4.2321e-17,5.1e-18,-4.2218e-33,5.2e-18,1.7083e-16,7.8e-17,-26.501,12,791.01,340,2.7395,0.36,1.2664e-16,6.9e-18,0.59603,0.044,0.98066,0.056,0.4356,0.031
"Ref_StudentBias2","df=9",1,TRUE,3.5503e-17,1.4e-18,9.3353e-34,1.8e-18,5.6939e-17,3.1e-18,-0.26794,0.64,12.982,3.2,2.6245,0.34,1.1474e-16,2.7e-18,0.57101,0.011,0.9166,0.018,0.42632,0.0091
