"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"WU2015","BMK",0,FALSE,0.015923,0.0012,2.946e-19,0.0017,0.021186,0.0015,-0.71809,0.23,3.8952,0.55,0.75688,0.46,0.047676,0.0038,0.45634,0.021,0.91487,0.045,0.33242,0.018
"WU2015","TPSSh",0,FALSE,0.015344,0.0014,1.5796e-20,0.0018,0.022476,0.0022,-0.43513,0.51,6.1188,0.91,2.4002,0.85,0.052472,0.0076,0.50805,0.022,0.95534,0.045,0.37621,0.02
"WU2015","LC-rTPSS",0,FALSE,0.013125,0.00082,2.0815e-19,0.0013,0.016375,0.00099,-0.088523,0.19,2.9985,0.34,0.086228,0.3,0.031835,0.0026,0.40028,0.019,0.93185,0.047,0.2935,0.015
"WU2015","LC-wPBE",0,FALSE,0.012844,0.00079,-4.4499e-19,0.0013,0.015892,0.00089,-0.059442,0.15,2.7062,0.24,0.077167,0.28,0.03078,0.0016,0.39603,0.017,0.98724,0.055,0.29607,0.014
"WU2015","LC-N12",0,FALSE,0.014216,0.00091,-3.7319e-19,0.0014,0.017906,0.0011,-0.2156,0.22,3.2168,0.49,0.10209,0.31,0.034719,0.0027,0.41032,0.02,0.95689,0.052,0.30068,0.016
"WU2015","LC-HCTH",0,FALSE,0.013014,0.00091,-7.4868e-19,0.0013,0.016887,0.0012,-0.34614,0.26,3.7577,0.68,0.44907,0.36,0.033921,0.0026,0.4354,0.021,0.92189,0.051,0.31917,0.017
"WU2015","LC-tHCTH",0,FALSE,0.013917,0.00099,-3.6639e-19,0.0014,0.01821,0.0013,-0.47767,0.27,3.9019,0.75,0.36951,0.35,0.036495,0.0026,0.44394,0.022,0.92485,0.053,0.32115,0.018
"WU2015","M11",0,FALSE,0.013283,0.00085,-1.0307e-19,0.0013,0.016638,0.0011,-0.02963,0.24,3.3079,0.39,0.099412,0.36,0.033802,0.0033,0.39806,0.022,0.90979,0.054,0.28254,0.018
"WU2015","CAM-B3LYP",0,FALSE,0.013731,0.00099,-2.2203e-19,0.0014,0.018014,0.0013,-0.31673,0.26,3.77,0.43,0.82807,0.43,0.039082,0.0035,0.43775,0.019,1.0345,0.047,0.32068,0.017
"WU2015","wB97XD",0,FALSE,0.014082,0.001,-4.0405e-19,0.0015,0.01833,0.0013,-0.25783,0.26,3.6915,0.43,0.73821,0.42,0.039306,0.0033,0.4311,0.019,0.99967,0.051,0.31391,0.017
"WU2015","wB97",0,FALSE,0.014329,0.00088,-1.5665e-19,0.0014,0.017694,0.00097,-0.02014,0.15,2.6058,0.23,-0.067835,0.29,0.033259,0.0017,0.39828,0.018,0.8925,0.051,0.30057,0.015
"WU2015","wB97X",0,FALSE,0.013755,9e-04,6.5975e-19,0.0014,0.017339,0.001,-0.10717,0.17,2.9059,0.26,0.27282,0.29,0.034122,0.0028,0.41491,0.02,0.95764,0.052,0.30522,0.016
"WU2015","N12-SX",0,FALSE,0.01599,0.0013,-3.0362e-19,0.0018,0.02242,0.0019,-0.66981,0.36,5.0437,0.72,2.0471,0.61,0.052162,0.0064,0.47767,0.021,1.05,0.046,0.35839,0.019
"WU2015","MN12-SX",0,FALSE,0.017437,0.0014,-1.8754e-19,0.0019,0.024062,0.0021,-0.44567,0.43,5.1498,0.76,1.273,0.72,0.054665,0.0074,0.46905,0.024,0.90759,0.048,0.33865,0.02
"WU2015","HSE06",0,FALSE,0.014551,0.0013,2.8516e-19,0.0017,0.020787,0.0019,-0.44764,0.46,5.6685,0.83,2.0874,0.73,0.047745,0.0068,0.48794,0.021,1.012,0.044,0.364,0.019
"WU2015","HISS",0,FALSE,0.014761,0.0012,2.1703e-19,0.0016,0.020231,0.0016,-0.61463,0.26,4.206,0.56,1.3569,0.5,0.046498,0.0041,0.47979,0.021,1.003,0.049,0.35286,0.018
"ZAS2019","HF",0,FALSE,2.376,0.027,-2.4695e-17,0.041,3.1307,0.041,-0.68547,0.072,5.1281,0.26,0.34519,0.06,6.0879,0.11,0.4385,0.0037,0.88002,0.0076,0.31658,0.0029
"ZAS2019","MP2",0,FALSE,1.309,0.013,1.8112e-17,0.021,1.6661,0.016,-0.067702,0.034,3.3332,0.059,0.14486,0.067,3.346,0.053,0.42418,0.0032,0.85993,0.0077,0.30764,0.0027
"ZAS2019","SLATM_L2",0,FALSE,1.2599,0.026,-2.4825e-17,0.032,2.443,0.08,0.79971,0.54,28.515,2.7,4.4766,0.25,4.6585,0.14,0.609,0.0056,1.0114,0.008,0.45124,0.005
"ZHA2018","PBE",0,FALSE,0.11947,0.0062,1.224e-18,0.01,0.1504,0.0084,-0.54778,0.22,3.678,0.58,-0.17465,0.28,0.29594,0.031,0.40189,0.02,0.85035,0.043,0.28752,0.015
"ZHA2018","SCAN",0,FALSE,0.10108,0.007,2.1371e-18,0.0097,0.14102,0.0093,-0.30373,0.28,4.4101,0.64,1.4905,0.53,0.29064,0.02,0.50585,0.018,0.86248,0.042,0.3837,0.016
"Ref_NormBias","mu=0",-1,TRUE,0.78596,0.019,-0.0043665,0.031,0.98521,0.022,-0.0060063,0.069,2.8402,0.11,-0.073381,0.12,1.9358,0.05,0.4178,0.0079,0.82538,0.018,0.30696,0.0067
"Ref_NormBias","mu=0.5",-1,TRUE,0.90907,0.022,0.51864,0.032,1.0091,0.021,0.0013584,0.064,2.7963,0.11,-0.047885,0.11,2.1909,0.039,0.4143,0.0084,0.83562,0.018,0.30412,0.0069
"Ref_NormBias","mu=1",-1,TRUE,1.188,0.026,1.0389,0.032,1.0043,0.024,0.056535,0.092,3.3101,0.18,0.21715,0.14,2.7178,0.057,0.38562,0.0081,0.8149,0.018,0.27946,0.0066
"Ref_NormBias","mu=1.5",-1,TRUE,1.5348,0.029,1.4766,0.032,0.99869,0.022,0.031434,0.08,3.0445,0.14,-0.016457,0.12,3.1059,0.08,0.33468,0.0073,0.81438,0.019,0.24179,0.0059
"Ref_NormBias","mu=2",-1,TRUE,2.0511,0.03,2.029,0.031,1.0303,0.022,-0.037718,0.073,2.9138,0.14,-0.044219,0.11,3.7478,0.059,0.2737,0.0063,0.85053,0.018,0.19693,0.0049
"Ref_NormBias","mu=2.5",-1,TRUE,2.4649,0.031,2.4598,0.031,0.97224,0.023,0.054027,0.082,3.1463,0.17,0.18537,0.12,4.1221,0.072,0.21949,0.0054,0.86565,0.02,0.15423,0.004
"Ref_NormBias","mu=3",-1,TRUE,3.0181,0.029,3.0168,0.029,0.97947,0.022,-0.10393,0.075,2.9375,0.15,-0.020498,0.13,4.61,0.058,0.18274,0.0046,0.8471,0.02,0.12875,0.0035
"Ref_NormBias","mu=3.5",-1,TRUE,3.4925,0.032,3.4925,0.032,1.0455,0.022,-0.059666,0.062,2.7505,0.098,-0.058193,0.11,5.1817,0.062,0.16955,0.0041,0.86242,0.019,0.12003,0.0031
"Ref_NormBias","mu=4",-1,TRUE,3.9641,0.031,3.9641,0.031,0.97163,0.022,-0.070885,0.078,3.1133,0.14,0.17197,0.13,5.5203,0.065,0.13759,0.0034,0.88808,0.02,0.096348,0.0025
"Ref_NormBias","mu=4.5",-1,TRUE,4.4888,0.033,4.4888,0.033,1.0395,0.022,0.11243,0.063,2.7931,0.11,-0.073682,0.12,6.2574,0.064,0.13102,0.003,0.93032,0.019,0.09261,0.0023
"Ref_NormBias","mu=5",-1,TRUE,4.9947,0.031,4.9947,0.031,0.97973,0.024,-0.034364,0.088,3.1175,0.19,-0.053032,0.11,6.545,0.055,0.11043,0.0028,0.92067,0.021,0.078069,0.002
"Ref_Student","df=1",-1,TRUE,6.603,1.8,1.2135,1.9,58.379,23,21.471,11,606.46,210,11.21,2.2,14.909,2.3,0.86318,0.037,1.0909,0.014,0.72295,0.05
"Ref_Student","df=2",-1,TRUE,1.4148,0.086,0.13807,0.098,3.1192,0.53,-2.2786,4.7,123.84,40,2.2902,0.39,4.5124,0.29,0.58122,0.021,0.97885,0.03,0.42036,0.016
"Ref_Student","df=3",-1,TRUE,1.1072,0.055,0.054768,0.064,2.0425,0.45,9.9333,4.9,214.16,96,1.2749,0.22,3.1672,0.14,0.50497,0.019,0.93213,0.033,0.36435,0.013
"Ref_Student","df=4",-1,TRUE,1.0299,0.034,0.017045,0.047,1.4933,0.095,1.5145,0.73,16.744,5,0.79183,0.2,2.8007,0.12,0.46808,0.012,0.92339,0.023,0.33598,0.0086
"Ref_Student","df=5",-1,TRUE,0.9075,0.028,0.014017,0.043,1.2801,0.086,1.1565,1.1,19.674,9.6,0.5244,0.21,2.3912,0.12,0.45664,0.012,0.86959,0.022,0.32794,0.0086
"Ref_Student","df=6",-1,TRUE,0.91334,0.024,0.03055,0.035,1.1744,0.032,0.13346,0.12,3.8497,0.31,0.29315,0.14,2.3709,0.083,0.42583,0.008,0.91247,0.019,0.30852,0.0065
"Ref_Student","df=7",-1,TRUE,0.87544,0.022,-0.039955,0.035,1.1309,0.03,0.030901,0.13,3.9062,0.3,0.31658,0.15,2.3114,0.088,0.43191,0.0083,0.87771,0.018,0.31169,0.0068
"Ref_Student","df=8",-1,TRUE,0.87122,0.025,0.015984,0.036,1.1653,0.039,0.3173,0.22,5.3394,0.72,0.53455,0.17,2.3049,0.094,0.45228,0.0092,0.87722,0.017,0.32887,0.0073
"Ref_Student","df=9",-1,TRUE,0.86878,0.023,0.042616,0.036,1.1233,0.03,0.029496,0.13,3.9053,0.43,0.27271,0.14,2.2863,0.089,0.43552,0.0089,0.87984,0.018,0.31552,0.0073
"Ref_Student","df=10",-1,TRUE,0.85773,0.022,-0.073488,0.036,1.0933,0.03,-0.16786,0.13,3.8881,0.33,0.22633,0.17,2.1319,0.091,0.41783,0.0089,0.87328,0.019,0.30303,0.007
"Ref_Student","df=20",-1,TRUE,0.86537,0.02,0.075489,0.035,1.0836,0.025,0.029006,0.086,3.1152,0.17,-0.019001,0.12,2.1838,0.07,0.41323,0.0085,0.82569,0.018,0.29977,0.0071
"Ref_Student","df=50",-1,TRUE,0.82132,0.02,0.012152,0.032,1.0276,0.023,-0.017722,0.08,3.0342,0.15,-0.040583,0.11,2.0191,0.049,0.40981,0.0077,0.85191,0.018,0.29746,0.0064
"Ref_Student","df=100",-1,TRUE,0.79536,0.02,-0.049271,0.031,1.0107,0.024,0.15784,0.081,3.1601,0.16,0.15213,0.14,1.9814,0.059,0.42969,0.0078,0.84782,0.018,0.31751,0.0066
"Ref_StudentBias1","df=1",-1,TRUE,4.821,1.1,0.061127,1,32.9,13,-21.679,8,567.44,200,8.9882,1.5,12.177,1.5,0.77167,0.046,1.1436,0.017,0.61693,0.053
"Ref_StudentBias1","df=2",-1,TRUE,1.6662,0.061,0.99193,0.071,2.3386,0.16,-0.4658,0.79,19.119,3.6,2.6496,0.49,4.501,0.31,0.48286,0.013,1.0032,0.028,0.3388,0.01
"Ref_StudentBias1","df=3",-1,TRUE,1.4741,0.041,1.0009,0.051,1.6673,0.073,-0.41569,0.35,8.8959,1.3,1.3783,0.26,3.8869,0.15,0.43036,0.0091,0.92832,0.02,0.30868,0.007
"Ref_StudentBias1","df=4",-1,TRUE,1.3673,0.038,1.0288,0.046,1.4588,0.072,0.21149,0.5,10.278,2.3,0.85304,0.21,3.3221,0.12,0.42087,0.0097,0.87063,0.02,0.30036,0.0071
"Ref_StudentBias1","df=5",-1,TRUE,1.2632,0.033,0.98658,0.041,1.3097,0.066,0.28578,0.62,11.378,3.3,0.9157,0.17,3.1018,0.12,0.41433,0.0098,0.87523,0.021,0.29434,0.0074
"Ref_StudentBias1","df=6",-1,TRUE,1.2629,0.03,0.98098,0.038,1.2296,0.036,0.22981,0.14,4.4245,0.33,0.73539,0.2,3.0163,0.094,0.39398,0.0084,0.88244,0.019,0.28096,0.0065
"Ref_StudentBias1","df=7",-1,TRUE,1.2682,0.03,1.0282,0.039,1.1756,0.031,0.11261,0.11,3.7546,0.26,0.34967,0.14,2.9493,0.092,0.39206,0.008,0.85213,0.018,0.28583,0.0064
"Ref_StudentBias1","df=8",-1,TRUE,1.2329,0.027,0.95019,0.036,1.1732,0.035,-0.31616,0.17,4.4153,0.68,0.40184,0.15,2.8934,0.083,0.38867,0.0079,0.851,0.018,0.27996,0.0063
"Ref_StudentBias1","df=9",-1,TRUE,1.2309,0.027,0.99817,0.035,1.1232,0.027,-0.12218,0.11,3.6029,0.25,0.24387,0.14,2.8739,0.073,0.38844,0.0077,0.87019,0.019,0.28297,0.0062
"Ref_StudentBias1","df=10",-1,TRUE,1.2143,0.027,0.97243,0.035,1.1151,0.03,-0.24491,0.099,3.5927,0.21,0.44162,0.15,2.8247,0.068,0.38838,0.0075,0.81324,0.018,0.28169,0.0063
"Ref_StudentBias1","df=20",-1,TRUE,1.2022,0.026,1.0274,0.032,1.0333,0.025,-0.022115,0.095,3.3231,0.18,-0.035461,0.12,2.7212,0.045,0.38195,0.008,0.82046,0.018,0.27719,0.0066
"Ref_StudentBias1","df=50",-1,TRUE,1.1801,0.026,0.99442,0.032,1.0216,0.024,-0.044889,0.081,3.0811,0.16,-0.047025,0.12,2.6648,0.088,0.37888,0.0079,0.82269,0.019,0.27734,0.0065
"Ref_StudentBias1","df=100",-1,TRUE,1.1684,0.024,0.96297,0.032,1.0198,0.026,-0.12879,0.09,3.4677,0.17,0.49135,0.15,2.5959,0.074,0.36833,0.0077,0.83737,0.018,0.26567,0.0061
"Ref_StudentBias2","df=1",-1,TRUE,4.5539,0.77,2.5718,0.78,24.437,12,27.788,12,842.73,350,10.68,1.7,13.5,1.6,0.60716,0.06,1.2173,0.024,0.4609,0.059
"Ref_StudentBias2","df=2",-1,TRUE,2.4767,0.17,1.7754,0.18,5.7645,2.5,-24.203,10,697.8,290,1.8728,0.42,4.9373,0.25,0.40696,0.038,1.0341,0.067,0.2763,0.025
"Ref_StudentBias2","df=3",-1,TRUE,2.1485,0.047,2.0121,0.052,1.665,0.13,2.0279,1.2,27.771,10,1.0783,0.25,4.3755,0.18,0.32975,0.01,0.87127,0.027,0.22718,0.0069
"Ref_StudentBias2","df=4",-1,TRUE,2.1406,0.037,1.9953,0.044,1.4422,0.056,-0.13674,0.3,7.2664,1,1.1827,0.27,4.1225,0.16,0.30487,0.0081,0.84589,0.021,0.21219,0.0058
"Ref_StudentBias2","df=5",-1,TRUE,2.073,0.036,1.9737,0.041,1.2979,0.044,-0.02798,0.24,5.7409,0.81,0.70249,0.21,3.9591,0.11,0.29927,0.0076,0.8279,0.021,0.20908,0.0055
"Ref_StudentBias2","df=6",-1,TRUE,2.0724,0.036,2.0093,0.04,1.2138,0.04,-0.29803,0.28,5.2735,1.6,0.06637,0.14,4.0076,0.087,0.29965,0.0069,0.83635,0.019,0.21283,0.0053
"Ref_StudentBias2","df=7",-1,TRUE,1.9964,0.032,1.9259,0.036,1.1745,0.036,-0.19382,0.18,4.8695,0.57,0.47838,0.19,3.9458,0.11,0.29336,0.0071,0.83504,0.022,0.20508,0.0054
"Ref_StudentBias2","df=8",-1,TRUE,2.0292,0.032,1.9491,0.036,1.17,0.039,-0.37743,0.21,5.1154,0.91,0.4813,0.16,3.7699,0.074,0.28263,0.007,0.80999,0.02,0.19939,0.0053
"Ref_StudentBias2","df=9",-1,TRUE,2.0663,0.034,2.0226,0.037,1.1343,0.029,0.060138,0.11,3.7717,0.27,0.38228,0.15,3.9051,0.068,0.28538,0.0072,0.85141,0.019,0.20144,0.0053
"Ref_StudentBias2","df=10",-1,TRUE,2.0162,0.034,1.9837,0.036,1.1083,0.028,0.058648,0.11,3.4938,0.24,0.17926,0.12,3.792,0.1,0.29273,0.0072,0.80434,0.02,0.20765,0.0055
"Ref_StudentBias2","df=20",-1,TRUE,2.0369,0.031,2.0153,0.033,1.0255,0.026,0.036006,0.11,3.5539,0.32,0.11694,0.13,3.7752,0.073,0.27174,0.0069,0.85898,0.02,0.19256,0.0051
"Ref_StudentBias2","df=50",-1,TRUE,2.0677,0.03,2.046,0.032,1.0148,0.022,-0.03993,0.072,3.0239,0.13,0.07635,0.12,3.823,0.064,0.26646,0.0061,0.82228,0.019,0.19019,0.0048
"Ref_StudentBias2","df=100",-1,TRUE,2.0704,0.029,2.0561,0.03,0.98441,0.022,-0.049724,0.073,2.9866,0.14,0.0012641,0.12,3.7028,0.044,0.26142,0.0065,0.81461,0.02,0.18608,0.005
"Ref_GandH","g=0.1",-1,TRUE,0.77882,0.019,0.092112,0.03,0.97853,0.022,0.33078,0.081,3.1109,0.22,-0.0087483,0.12,1.9457,0.055,0.41726,0.0082,0.84906,0.018,0.30214,0.0068
"Ref_GandH","g=0.2",-1,TRUE,0.79808,0.019,0.097661,0.031,1.0129,0.026,0.58137,0.11,3.7688,0.42,-0.033699,0.11,1.9668,0.056,0.4186,0.0086,0.87885,0.019,0.30385,0.0068
"Ref_GandH","g=0.3",-1,TRUE,0.78731,0.022,0.13438,0.032,1.036,0.032,1.0007,0.12,4.7115,0.49,0.1606,0.14,2.0337,0.11,0.44276,0.0097,0.87654,0.021,0.31564,0.0077
"Ref_GandH","g=0.4",-1,TRUE,0.87277,0.026,0.22162,0.036,1.1517,0.037,1.1438,0.12,4.8152,0.61,0.24355,0.15,2.4388,0.12,0.44783,0.0093,0.89919,0.019,0.3202,0.0073
"Ref_GandH","g=0.5",-1,TRUE,0.83214,0.025,0.23864,0.036,1.1352,0.044,1.5454,0.17,7.1882,0.89,0.30178,0.2,2.2796,0.11,0.45468,0.011,0.92332,0.021,0.32261,0.008
"Ref_GandH","g=0.6",-1,TRUE,0.8878,0.032,0.30452,0.04,1.308,0.069,2.2786,0.32,12.038,3,0.85475,0.24,2.7268,0.19,0.48768,0.012,1.0064,0.022,0.34435,0.0096
"Ref_GandH","g=0.7",-1,TRUE,0.92054,0.036,0.35568,0.043,1.415,0.08,2.5986,0.34,14.285,3.1,1.0042,0.29,3.021,0.18,0.51365,0.012,1.0136,0.023,0.36617,0.01
"Ref_GandH","g=0.8",-1,TRUE,0.95356,0.037,0.42744,0.046,1.4251,0.072,2.2503,0.21,10.58,1.5,0.52355,0.22,3.3617,0.17,0.51503,0.012,1.051,0.023,0.36784,0.01
"Ref_GandH","g=0.9",-1,TRUE,1.0413,0.049,0.5064,0.056,1.7535,0.12,3.206,0.34,18.484,3.2,1.4028,0.29,3.949,0.28,0.55265,0.013,1.1483,0.019,0.41216,0.014
"Ref_GandH","g=1",-1,TRUE,1.1316,0.072,0.63438,0.079,2.4528,0.39,7.9188,1.9,106.18,38,1.8873,0.45,3.853,0.34,0.59753,0.02,1.1057,0.022,0.45306,0.018
"Ref_GandHBias1","g=0.1",-1,TRUE,1.2152,0.027,1.0753,0.032,1.0355,0.023,0.21976,0.073,3.0388,0.15,0.016235,0.13,2.8459,0.074,0.39631,0.0081,0.81932,0.019,0.28885,0.0066
"Ref_GandHBias1","g=0.2",-1,TRUE,1.1728,0.028,1.0741,0.031,1.0244,0.028,0.74404,0.098,4.0659,0.31,0.41451,0.16,2.9668,0.12,0.41551,0.0083,0.89315,0.019,0.30066,0.0068
"Ref_GandHBias1","g=0.3",-1,TRUE,1.2365,0.033,1.1722,0.035,1.1343,0.053,1.6782,0.42,10.343,3.7,0.23127,0.15,3.2346,0.11,0.43993,0.009,0.89901,0.018,0.32006,0.0071
"Ref_GandHBias1","g=0.4",-1,TRUE,1.2264,0.035,1.1739,0.037,1.1373,0.042,1.415,0.2,6.547,1.4,0.36385,0.17,3.385,0.18,0.45633,0.0091,0.87281,0.018,0.33044,0.0073
"Ref_GandHBias1","g=0.5",-1,TRUE,1.2808,0.038,1.2496,0.039,1.2297,0.055,1.8893,0.19,9.0875,1.2,0.40556,0.25,3.3784,0.15,0.47002,0.0098,0.86888,0.018,0.34062,0.0077
"Ref_GandHBias1","g=0.6",-1,TRUE,1.3493,0.04,1.3313,0.04,1.2476,0.05,1.7088,0.17,7.5064,1,0.37444,0.19,3.7015,0.13,0.46583,0.009,0.88016,0.019,0.33812,0.0072
"Ref_GandHBias1","g=0.7",-1,TRUE,1.3643,0.043,1.3557,0.043,1.3524,0.099,2.9307,0.62,20.483,6.4,0.66755,0.24,3.7458,0.15,0.47152,0.011,0.91225,0.019,0.34003,0.008
"Ref_GandHBias1","g=0.8",-1,TRUE,1.4565,0.052,1.4541,0.052,1.6361,0.11,3.2861,0.35,19.747,3.5,1.1166,0.32,4.4772,0.28,0.50255,0.011,0.936,0.019,0.36479,0.0088
"Ref_GandHBias1","g=0.9",-1,TRUE,1.4434,0.049,1.4433,0.049,1.517,0.11,3.3889,0.43,21.417,4.7,1.5755,0.41,4.0442,0.19,0.4701,0.011,0.97823,0.02,0.33715,0.0088
"Ref_GandHBias1","g=1",-1,TRUE,1.6637,0.067,1.6637,0.067,2.1158,0.18,4.2267,0.57,30.748,6.8,2.1366,0.48,5.2536,0.34,0.52178,0.012,1.0251,0.02,0.38565,0.01
"Ref_GandHBias2","g=0.1",-1,TRUE,2.1221,0.032,2.1138,0.033,1.046,0.026,0.42697,0.11,3.5446,0.32,-0.071619,0.12,3.9587,0.078,0.27172,0.0061,0.87453,0.019,0.19311,0.0046
"Ref_GandHBias2","g=0.2",-1,TRUE,2.0937,0.032,2.0922,0.032,1.0045,0.028,0.63063,0.092,3.6729,0.3,0.13063,0.12,3.9324,0.073,0.26576,0.0063,0.88937,0.02,0.18726,0.0047
"Ref_GandHBias2","g=0.3",-1,TRUE,2.1354,0.034,2.1354,0.034,1.0622,0.036,1.1936,0.21,6.0328,1.4,0.32653,0.16,4.0823,0.13,0.26782,0.006,0.96358,0.019,0.18941,0.0045
"Ref_GandHBias2","g=0.4",-1,TRUE,2.2097,0.037,2.2097,0.037,1.1639,0.042,1.3988,0.15,6.4147,0.8,0.32646,0.18,4.2527,0.13,0.27985,0.0063,0.93953,0.019,0.19983,0.0047
"Ref_GandHBias2","g=0.5",-1,TRUE,2.2941,0.035,2.2941,0.035,1.1759,0.039,1.3181,0.14,5.5899,0.78,0.071819,0.15,4.6013,0.11,0.27373,0.0056,1.0002,0.019,0.197,0.0044
"Ref_GandHBias2","g=0.6",-1,TRUE,2.2864,0.038,2.2864,0.038,1.2133,0.05,1.8213,0.17,7.9264,1.2,0.75225,0.21,4.6954,0.16,0.2704,0.0064,1.0433,0.02,0.1929,0.0049
"Ref_GandHBias2","g=0.7",-1,TRUE,2.3876,0.047,2.3876,0.047,1.5185,0.13,3.9608,0.89,34.541,11,0.77385,0.28,5.0926,0.17,0.28815,0.0088,1.0826,0.02,0.20844,0.0065
"Ref_GandHBias2","g=0.8",-1,TRUE,2.4604,0.054,2.4604,0.054,1.657,0.11,3.1587,0.38,18.783,4.1,1.0108,0.31,5.3974,0.23,0.30557,0.0089,1.1185,0.019,0.22222,0.007
"Ref_GandHBias2","g=0.9",-1,TRUE,2.5477,0.057,2.5477,0.057,1.8243,0.16,4.1513,0.94,35.344,14,1.5863,0.36,5.7651,0.3,0.30995,0.0099,1.1151,0.02,0.22793,0.0076
"Ref_GandHBias2","g=1",-1,TRUE,2.5771,0.061,2.5771,0.061,1.991,0.17,4.3617,0.6,33.387,7.7,1.7278,0.41,5.9353,0.37,0.3179,0.011,1.1089,0.02,0.23506,0.0083
"BOR2019","LDA",-1,TRUE,1.158,0.047,1.1429,0.047,1.0513,0.095,2.7311,0.65,16.829,6.2,1.4295,0.45,3.1392,0.2,0.42135,0.016,0.96832,0.038,0.29376,0.012
"BOR2019","LDA + SOC",-1,TRUE,1.2293,0.046,1.2215,0.047,1.0425,0.096,2.7873,0.67,17.352,6.5,1.5132,0.46,3.2146,0.2,0.39697,0.015,0.99222,0.047,0.27538,0.011
"BOR2019","PBE",-1,TRUE,1.0429,0.044,1.0172,0.045,1.0063,0.095,2.8112,0.73,18.327,7.2,1.4617,0.46,2.9159,0.18,0.43868,0.016,0.97159,0.031,0.30883,0.012
"BOR2019","PBE + SOC",-1,TRUE,1.1152,0.044,1.1041,0.044,0.99349,0.096,2.923,0.76,19.274,7.6,1.4981,0.46,2.9993,0.19,0.41195,0.016,0.97034,0.036,0.28699,0.012
"BOR2019","PBE_SOL",-1,TRUE,1.1078,0.045,1.0892,0.046,1.0199,0.091,2.6601,0.66,16.434,6.2,1.3856,0.45,3.0411,0.18,0.42752,0.016,0.96054,0.034,0.2989,0.012
"BOR2019","HLE16",-1,TRUE,0.58842,0.034,0.36279,0.041,0.86463,0.079,2.6422,0.65,17.47,5.2,1.4767,0.38,1.8457,0.17,0.53425,0.017,0.95088,0.03,0.387,0.014
"BOR2019","HLE16 + SOC",-1,TRUE,0.59938,0.035,0.50024,0.038,0.82667,0.085,3.1225,0.73,21.514,6.6,1.5268,0.39,1.9125,0.17,0.54434,0.017,0.93764,0.03,0.39829,0.013
"BOR2019","BJ",-1,TRUE,0.78154,0.036,0.71753,0.038,0.84474,0.072,2.4676,0.6,14.907,5.3,1.5981,0.46,2.2743,0.18,0.46287,0.016,0.95446,0.031,0.33093,0.012
"BOR2019","mBJ",-1,TRUE,0.48686,0.022,0.21184,0.03,0.64674,0.035,0.92502,0.31,6.4331,1.4,0.66976,0.28,1.3902,0.075,0.48196,0.014,0.88703,0.026,0.35374,0.011
"BOR2019","SCAN",-1,TRUE,0.80349,0.038,0.7329,0.04,0.89599,0.085,2.7706,0.77,18.724,7.4,1.4436,0.44,2.3935,0.18,0.46904,0.017,0.93855,0.03,0.33529,0.013
"BOR2019","HSE06",-1,TRUE,0.51728,0.029,0.088546,0.036,0.82011,0.073,2.3014,0.79,16.734,6.8,2.551,0.48,1.6633,0.15,0.54037,0.016,0.97009,0.028,0.39742,0.013
"BOR2019","HSE14",-1,TRUE,0.56417,0.028,-0.1818,0.036,0.8019,0.054,0.87491,0.57,9.8778,2.7,2.278,0.39,1.7907,0.12,0.50644,0.014,0.88863,0.028,0.36929,0.012
"BOR2019","HSE_mix",-1,TRUE,0.63501,0.031,-0.37954,0.038,0.8295,0.045,-0.70286,0.32,6.7952,1.3,1.9308,0.38,1.9471,0.12,0.51208,0.014,0.8655,0.027,0.37448,0.012
"BOR2019","PBE0",-1,TRUE,0.77045,0.027,-0.48204,0.037,0.84175,0.07,1.9904,0.71,14.514,5.4,2.7372,0.47,1.8029,0.12,0.37381,0.014,0.92029,0.03,0.26441,0.01
"BOR2019","PBE0_mix",-1,TRUE,0.81111,0.036,-0.60439,0.043,0.94586,0.049,-1.0641,0.22,6.0762,0.92,1.7312,0.37,2.4167,0.14,0.47249,0.013,0.90962,0.027,0.34287,0.011
"HAI2018","HF",-1,TRUE,0.2269,0.016,-0.13749,0.022,0.2691,0.026,-0.57203,0.53,6.3666,1.8,2.2868,0.9,0.60638,0.034,0.43514,0.021,0.92407,0.048,0.32424,0.017
"HAI2018","MP2",-1,TRUE,0.20864,0.056,-0.15212,0.056,0.69006,0.23,-7.0885,1.9,64.099,24,23.749,13,1.0081,0.31,0.8119,0.036,0.98134,0.037,0.66358,0.039
"HAI2018","CCSD",-1,TRUE,0.045609,0.0035,-0.034281,0.0042,0.052865,0.0043,-0.87871,0.27,4.9552,0.79,1.8258,0.54,0.13909,0.015,0.47964,0.022,0.91494,0.047,0.34996,0.019
"HAI2018","RHF",-1,TRUE,0.23836,0.017,-0.17634,0.021,0.2667,0.024,-0.76264,0.49,6.2851,1.7,2.2852,0.82,0.65252,0.049,0.44377,0.021,0.93878,0.047,0.32806,0.018
"HAI2018","RMP2",-1,TRUE,0.067823,0.0078,-0.013132,0.0098,0.11845,0.013,-0.936,0.72,8.9741,2,8.6004,2.2,0.28218,0.038,0.64123,0.022,0.9271,0.04,0.50092,0.021
